Animal,Mother,MotherFw,MotherCw,Father,FatherFw,FatherCw,F1Sex,F1Fw,F1Cw,numCwParents,density
F1.1419,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,3,2,178
F1.1420,F.CC56,FwFw,6,M.CC26,Nw,6,F,,6,2,178
F1.1421,F.CC56,FwFw,6,M.CC26,Nw,6,F,,6,2,178
F1.1422,F.CC56,FwFw,6,M.CC26,Nw,6,F,,6,2,178
F1.1423,F.CC56,FwFw,6,M.CC26,Nw,6,F,,4,2,178
F1.1424,F.CC56,FwFw,6,M.CC26,Nw,6,F,,4,2,178
F1.1425,F.CC56,FwFw,6,M.CC26,Nw,6,F,,0,2,178
F1.1426,F.CC56,FwFw,6,M.CC26,Nw,6,F,,7,2,178
F1.1427,F.CC56,FwFw,6,M.CC26,Nw,6,F,,4,2,178
F1.1428,F.CC56,FwFw,6,M.CC26,Nw,6,F,,6,2,178
F1.1429,F.CC56,FwFw,6,M.CC26,Nw,6,F,,5,2,178
F1.1430,F.CC56,FwFw,6,M.CC26,Nw,6,F,,4,2,178
F1.1431,F.CC56,FwFw,6,M.CC26,Nw,6,F,,0,2,178
F1.1432,F.CC56,FwFw,6,M.CC26,Nw,6,F,,0,2,178
F1.1433,F.CC56,FwFw,6,M.CC26,Nw,6,F,,0,2,178
F1.1434,F.CC56,FwFw,6,M.CC26,Nw,6,F,,5,2,178
F1.1435,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,0,2,346
F1.1436,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,0,2,346
F1.1437,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,2,2,346
F1.1438,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,4,2,346
F1.1439,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,4,2,346
F1.1440,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,3,2,346
F1.1441,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,5,2,346
F1.1442,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,2,2,346
F1.1443,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,4,2,346
F1.1444,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,2,2,346
F1.1445,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,4,2,346
F1.1446,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,2,2,346
F1.1447,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,0,2,346
F1.1448,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,0,2,346
F1.1449,F.CC70,NwNw,7,M.CC30,Nw,6,M,Nw,3,2,346
F1.1450,F.CC70,NwNw,7,M.CC30,Nw,6,F,,2,2,346
F1.1451,F.CC70,NwNw,7,M.CC30,Nw,6,F,,0,2,346
F1.1452,F.CC70,NwNw,7,M.CC30,Nw,6,F,,6,2,346
F1.1453,F.CC70,NwNw,7,M.CC30,Nw,6,F,,6,2,346
F1.1454,F.CC70,NwNw,7,M.CC30,Nw,6,F,,3,2,346
F1.1455,F.CC70,NwNw,7,M.CC30,Nw,6,F,,6,2,346
F1.1456,F.CC70,NwNw,7,M.CC30,Nw,6,F,,1,2,346
F1.1457,F.CC70,NwNw,7,M.CC30,Nw,6,F,,0,2,346
F1.1458,F.CC70,NwNw,7,M.CC30,Nw,6,F,,3,2,346
F1.1459,F.CC70,NwNw,7,M.CC30,Nw,6,F,,4,2,346
F1.1460,F.CC70,NwNw,7,M.CC30,Nw,6,F,,4,2,346
F1.1461,F.CC70,NwNw,7,M.CC30,Nw,6,F,,2,2,346
F1.1462,F.CC70,NwNw,7,M.CC30,Nw,6,F,,3,2,346
F1.1463,F.CC70,NwNw,7,M.CC30,Nw,6,F,,2,2,346
F1.1464,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,7,1,270
F1.1465,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,4,1,270
F1.1466,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,4,1,270
F1.1467,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,6,1,270
F1.1468,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,3,1,270
F1.1469,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,5,1,270
F1.1470,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,4,1,270
F1.1471,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,6,1,270
F1.1472,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,1,1,270
F1.1473,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,1,1,270
F1.1474,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,5,1,270
F1.1475,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,4,1,270
F1.1476,F.CC105,FwFw,0,M.CC37,Fw,4,M,Fw,5,1,270
F1.1477,F.CC105,FwFw,0,M.CC37,Fw,4,F,,8,1,270
F1.1478,F.CC105,FwFw,0,M.CC37,Fw,4,F,,3,1,270
F1.1479,F.CC105,FwFw,0,M.CC37,Fw,4,F,,4,1,270
F1.1480,F.CC105,FwFw,0,M.CC37,Fw,4,F,,3,1,270
F1.1481,F.CC105,FwFw,0,M.CC37,Fw,4,F,,4,1,270
F1.1482,F.CC105,FwFw,0,M.CC37,Fw,4,F,,8,1,270
F1.1483,F.CC105,FwFw,0,M.CC37,Fw,4,F,,6,1,270
F1.1484,F.CC105,FwFw,0,M.CC37,Fw,4,F,,5,1,270
F1.1485,F.CC105,FwFw,0,M.CC37,Fw,4,F,,4,1,270
F1.1486,F.CC105,FwFw,0,M.CC37,Fw,4,F,,6,1,270
F1.1487,F.CC105,FwFw,0,M.CC37,Fw,4,F,,6,1,270
F1.1488,F.CC105,FwFw,0,M.CC37,Fw,4,F,,3,1,270
F1.1489,F.CC105,FwFw,0,M.CC37,Fw,4,F,,2,1,270
F1.1490,F.CC105,FwFw,0,M.CC37,Fw,4,F,,4,1,270
F1.1491,F.CC105,FwFw,0,M.CC37,Fw,4,F,,4,1,270
F1.1492,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,1,0,116
F1.1493,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1494,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1495,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1496,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,4,0,116
F1.1497,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,6,0,116
F1.1498,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1499,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1500,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1501,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,1,0,116
F1.1502,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,2,0,116
F1.1503,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1504,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,116
F1.1505,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,3,0,116
F1.1506,F.CC69,NwNw,0,M.CC7,Fw,0,M,Nw,4,0,116
F1.1507,F.CC69,NwNw,0,M.CC7,Fw,0,F,,0,0,116
F1.1508,F.CC69,NwNw,0,M.CC7,Fw,0,F,,2,0,116
F1.1509,F.CC69,NwNw,0,M.CC7,Fw,0,F,,0,0,116
F1.1510,F.CC69,NwNw,0,M.CC7,Fw,0,F,,2,0,116
F1.1511,F.CC69,NwNw,0,M.CC7,Fw,0,F,,6,0,116
F1.1512,F.CC69,NwNw,0,M.CC7,Fw,0,F,,2,0,116
F1.1513,F.CC69,NwNw,0,M.CC7,Fw,0,F,,4,0,116
F1.1514,F.CC69,NwNw,0,M.CC7,Fw,0,F,,1,0,116
F1.1515,F.CC69,NwNw,0,M.CC7,Fw,0,F,,3,0,116
F1.1516,F.CC69,NwNw,0,M.CC7,Fw,0,F,,6,0,116
F1.1517,F.CC69,NwNw,0,M.CC7,Fw,0,F,,5,0,116
F1.1518,F.CC69,NwNw,0,M.CC7,Fw,0,F,,0,0,116
F1.1519,F.CC69,NwNw,0,M.CC7,Fw,0,F,,0,0,116
F1.1520,F.CC69,NwNw,0,M.CC7,Fw,0,F,,3,0,116
F1.1521,F.CC69,NwNw,0,M.CC7,Fw,0,F,,2,0,116
F1.1522,F.CC60,NA,0,M.CC8,Nw,0,M,Fw,0,0,302
F1.1523,F.CC60,NA,0,M.CC8,Nw,0,F,,0,0,302
F1.1524,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1525,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1526,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1527,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1528,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,2,1,482
F1.1529,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1530,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1531,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1532,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1533,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,7,1,482
F1.1534,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1535,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1536,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,1,1,482
F1.1537,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,0,1,482
F1.1538,F.CC78,FwFw,3,M.CC15,Fw,0,M,Fw,2,1,482
F1.1539,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1540,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1541,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1542,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1543,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1544,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1545,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1546,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1547,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1548,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1549,F.CC78,FwFw,3,M.CC15,Fw,0,F,,1,1,482
F1.1550,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1551,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1552,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1553,F.CC78,FwFw,3,M.CC15,Fw,0,F,,0,1,482
F1.1554,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1555,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1556,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1557,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1558,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1559,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,2,1,390
F1.1560,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1561,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1562,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1563,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1564,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1565,F.CC81,NwNw,2,M.CC20.1,Fw,0,M,Nw,0,1,390
F1.1566,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1567,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1568,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1569,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1570,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1571,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1572,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1573,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,4,1,390
F1.1574,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,1,1,390
F1.1575,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1576,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,2,1,390
F1.1577,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1578,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1579,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,0,1,390
F1.1580,F.CC81,NwNw,2,M.CC20.1,Fw,0,F,,2,1,390
F1.1581,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,2,1,117
F1.1582,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,0,1,117
F1.1583,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,2,1,117
F1.1584,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,0,1,117
F1.1585,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,3,1,117
F1.1586,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,3,1,117
F1.1587,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,0,1,117
F1.1588,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,0,1,117
F1.1589,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,0,1,117
F1.1590,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,0,1,117
F1.1591,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,0,1,117
F1.1592,F.CC110,NwFw,0,M.CC36,Nw,6,M,Nw,4,1,117
F1.1593,F.CC110,NwFw,0,M.CC36,Nw,6,M,Fw,4,1,117
F1.1594,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1595,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1596,F.CC110,NwFw,0,M.CC36,Nw,6,F,,2,1,117
F1.1597,F.CC110,NwFw,0,M.CC36,Nw,6,F,,3,1,117
F1.1598,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1599,F.CC110,NwFw,0,M.CC36,Nw,6,F,,2,1,117
F1.1600,F.CC110,NwFw,0,M.CC36,Nw,6,F,,3,1,117
F1.1601,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1602,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1603,F.CC110,NwFw,0,M.CC36,Nw,6,F,,4,1,117
F1.1604,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1605,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1606,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1607,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1608,F.CC110,NwFw,0,M.CC36,Nw,6,F,,0,1,117
F1.1609,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1610,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1611,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1612,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1613,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1614,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1615,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1616,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1617,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1618,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1619,F.CC12,NwNw,0,M.CC7,Fw,0,M,Nw,0,0,494
F1.1620,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1621,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1622,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1623,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1624,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1625,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1626,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1627,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1628,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1629,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1630,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1631,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1632,F.CC12,NwNw,0,M.CC7,Fw,0,F,,0,0,494
F1.1633,F.CC13,NwFw,0,M.CC4,Nw,0,M,Nw,0,0,288
F1.1634,F.CC13,NwFw,0,M.CC4,Nw,0,M,Nw,0,0,288
F1.1635,F.CC13,NwFw,0,M.CC4,Nw,0,M,Fw,0,0,288
F1.1636,F.CC13,NwFw,0,M.CC4,Nw,0,M,Fw,0,0,288
F1.1637,F.CC13,NwFw,0,M.CC4,Nw,0,M,Nw,0,0,288
F1.1638,F.CC13,NwFw,0,M.CC4,Nw,0,M,Fw,0,0,288
F1.1639,F.CC13,NwFw,0,M.CC4,Nw,0,M,Nw,0,0,288
F1.1640,F.CC13,NwFw,0,M.CC4,Nw,0,M,Nw,0,0,288
F1.1641,F.CC13,NwFw,0,M.CC4,Nw,0,M,Fw,0,0,288
F1.1642,F.CC13,NwFw,0,M.CC4,Nw,0,F,,4,0,288
F1.1643,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1644,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1645,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1646,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1647,F.CC13,NwFw,0,M.CC4,Nw,0,F,,1,0,288
F1.1648,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1649,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1650,F.CC13,NwFw,0,M.CC4,Nw,0,F,,2,0,288
F1.1651,F.CC13,NwFw,0,M.CC4,Nw,0,F,,1,0,288
F1.1652,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1653,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1654,F.CC13,NwFw,0,M.CC4,Nw,0,F,,1,0,288
F1.1655,F.CC13,NwFw,0,M.CC4,Nw,0,F,,1,0,288
F1.1656,F.CC13,NwFw,0,M.CC4,Nw,0,F,,0,0,288
F1.1657,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1658,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1659,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1660,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1661,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1662,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1663,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1664,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1665,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1666,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1667,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1668,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1669,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1670,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1671,F.CC19,FwFw,0,M.CC8,Nw,0,M,Fw,0,0,487
F1.1672,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1673,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1674,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1675,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1676,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1677,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1678,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1679,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1680,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1681,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1682,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1683,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1684,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1685,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1686,F.CC19,FwFw,0,M.CC8,Nw,0,F,,0,0,487
F1.1687,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,0,1,404
F1.1688,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,1,1,404
F1.1689,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,3,1,404
F1.1690,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,3,1,404
F1.1691,F.CC74,NwFw,0,M.CC34,Nw,6,M,Fw,4,1,404
F1.1692,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,0,1,404
F1.1693,F.CC74,NwFw,0,M.CC34,Nw,6,M,Fw,0,1,404
F1.1694,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,0,1,404
F1.1695,F.CC74,NwFw,0,M.CC34,Nw,6,M,Fw,2,1,404
F1.1696,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,2,1,404
F1.1697,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,0,1,404
F1.1698,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,0,1,404
F1.1699,F.CC74,NwFw,0,M.CC34,Nw,6,M,Nw,2,1,404
F1.1700,F.CC74,NwFw,0,M.CC34,Nw,6,M,Fw,0,1,404
F1.1701,F.CC74,NwFw,0,M.CC34,Nw,6,M,Fw,0,1,404
F1.1702,F.CC74,NwFw,0,M.CC34,Nw,6,F,,2,1,404
F1.1703,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1704,F.CC74,NwFw,0,M.CC34,Nw,6,F,,3,1,404
F1.1705,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1706,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1707,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1708,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1709,F.CC74,NwFw,0,M.CC34,Nw,6,F,,6,1,404
F1.1710,F.CC74,NwFw,0,M.CC34,Nw,6,F,,1,1,404
F1.1711,F.CC74,NwFw,0,M.CC34,Nw,6,F,,3,1,404
F1.1712,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1713,F.CC74,NwFw,0,M.CC34,Nw,6,F,,1,1,404
F1.1714,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1715,F.CC74,NwFw,0,M.CC34,Nw,6,F,,0,1,404
F1.1716,F.CC74,NwFw,0,M.CC34,Nw,6,F,,4,1,404
F1.1717,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1718,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,4,1,470
F1.1719,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1720,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1721,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1722,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1723,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1724,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1725,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,1,1,470
F1.1726,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,3,1,470
F1.1727,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1728,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1729,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1730,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1731,F.CC73,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,470
F1.1732,F.CC73,NwNw,0,M.CC35,Fw,1,F,,1,1,470
F1.1733,F.CC73,NwNw,0,M.CC35,Fw,1,F,,5,1,470
F1.1734,F.CC73,NwNw,0,M.CC35,Fw,1,F,,0,1,470
F1.1735,F.CC73,NwNw,0,M.CC35,Fw,1,F,,6,1,470
F1.1736,F.CC73,NwNw,0,M.CC35,Fw,1,F,,6,1,470
F1.1737,F.CC73,NwNw,0,M.CC35,Fw,1,F,,0,1,470
F1.1738,F.CC73,NwNw,0,M.CC35,Fw,1,F,,0,1,470
F1.1739,F.CC73,NwNw,0,M.CC35,Fw,1,F,,7,1,470
F1.1740,F.CC73,NwNw,0,M.CC35,Fw,1,F,,4,1,470
F1.1741,F.CC73,NwNw,0,M.CC35,Fw,1,F,,0,1,470
F1.1742,F.CC73,NwNw,0,M.CC35,Fw,1,F,,6,1,470
F1.1743,F.CC73,NwNw,0,M.CC35,Fw,1,F,,0,1,470
F1.1744,F.CC73,NwNw,0,M.CC35,Fw,1,F,,3,1,470
F1.1745,F.CC73,NwNw,0,M.CC35,Fw,1,F,,3,1,470
F1.1746,F.CC73,NwNw,0,M.CC35,Fw,1,F,,2,1,470
F1.1747,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,1,1,509
F1.1748,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,2,1,509
F1.1749,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,3,1,509
F1.1750,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,0,1,509
F1.1751,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,0,1,509
F1.1752,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,0,1,509
F1.1753,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,0,1,509
