Animal,Mother,MotherFw,MotherCw,Father,FatherFw,FatherCw,F1Sex,F1Fw,F1Cw,numCwParents,density
F1.2090,F.CC114,NwNw,0,M.CC32,Nw,4,F,,3,1,316
F1.2091,F.CC114,NwNw,0,M.CC32,Nw,4,F,,2,1,316
F1.2092,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,391
F1.2093,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,391
F1.2094,F.CC115,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,391
F1.2095,F.CC115,NwFw,0,M.CC33,Fw,6,M,Fw,4,1,391
F1.2096,F.CC115,NwFw,0,M.CC33,Fw,6,M,Fw,3,1,391
F1.2097,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,391
F1.2098,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,5,1,391
F1.2099,F.CC115,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,391
F1.2100,F.CC115,NwFw,0,M.CC33,Fw,6,M,Fw,4,1,391
F1.2101,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,391
F1.2102,F.CC115,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,391
F1.2103,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2104,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2105,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2106,F.CC115,NwFw,0,M.CC33,Fw,6,F,,4,1,391
F1.2107,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2108,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2109,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2110,F.CC115,NwFw,0,M.CC33,Fw,6,F,,7,1,391
F1.2111,F.CC115,NwFw,0,M.CC33,Fw,6,F,,5,1,391
F1.2112,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2113,F.CC115,NwFw,0,M.CC33,Fw,6,F,,2,1,391
F1.2114,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2115,F.CC115,NwFw,0,M.CC33,Fw,6,F,,6,1,391
F1.2116,F.CC115,NwFw,0,M.CC33,Fw,6,F,,4,1,391
F1.2117,F.CC115,NwFw,0,M.CC33,Fw,6,F,,0,1,391
F1.2118,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,1,1,276
F1.2119,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2120,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,3,1,276
F1.2121,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,1,1,276
F1.2122,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2123,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2124,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,0,1,276
F1.2125,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2126,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,1,1,276
F1.2127,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,3,1,276
F1.2128,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,6,1,276
F1.2129,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,0,1,276
F1.2130,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2131,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,3,1,276
F1.2132,F.CC106,NwNw,0,M.CC34,Nw,6,M,Nw,2,1,276
F1.2133,F.CC106,NwNw,0,M.CC34,Nw,6,F,,6,1,276
F1.2134,F.CC106,NwNw,0,M.CC34,Nw,6,F,,4,1,276
F1.2135,F.CC106,NwNw,0,M.CC34,Nw,6,F,,5,1,276
F1.2136,F.CC106,NwNw,0,M.CC34,Nw,6,F,,2,1,276
F1.2137,F.CC106,NwNw,0,M.CC34,Nw,6,F,,7,1,276
F1.2138,F.CC106,NwNw,0,M.CC34,Nw,6,F,,6,1,276
F1.2139,F.CC106,NwNw,0,M.CC34,Nw,6,F,,2,1,276
F1.2140,F.CC106,NwNw,0,M.CC34,Nw,6,F,,5,1,276
F1.2141,F.CC106,NwNw,0,M.CC34,Nw,6,F,,3,1,276
F1.2142,F.CC106,NwNw,0,M.CC34,Nw,6,F,,4,1,276
F1.2143,F.CC106,NwNw,0,M.CC34,Nw,6,F,,5,1,276
F1.2144,F.CC106,NwNw,0,M.CC34,Nw,6,F,,1,1,276
F1.2145,F.CC106,NwNw,0,M.CC34,Nw,6,F,,2,1,276
F1.2146,F.CC106,NwNw,0,M.CC34,Nw,6,F,,3,1,276
F1.2147,F.CC106,NwNw,0,M.CC34,Nw,6,F,,1,1,276
F1.2148,F.CC103,NwNw,0,M.CC35,Fw,1,M,Nw,3,1,131
F1.2149,F.CC103,NwNw,0,M.CC35,Fw,1,M,Nw,0,1,131
F1.2150,F.CC103,NwNw,0,M.CC35,Fw,1,M,Nw,3,1,131
F1.2151,F.CC103,NwNw,0,M.CC35,Fw,1,M,Nw,2,1,131
F1.2152,F.CC103,NwNw,0,M.CC35,Fw,1,F,,5,1,131
F1.2153,F.CC103,NwNw,0,M.CC35,Fw,1,F,,3,1,131
F1.2154,F.CC103,NwNw,0,M.CC35,Fw,1,F,,0,1,131
F1.2155,F.CC103,NwNw,0,M.CC35,Fw,1,F,,6,1,131
F1.2156,F.CC103,NwNw,0,M.CC35,Fw,1,F,,2,1,131
F1.2157,F.CC103,NwNw,0,M.CC35,Fw,1,F,,5,1,131
F1.2158,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,1,1,286
F1.2159,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,4,1,286
F1.2160,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,0,1,286
F1.2161,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,2,1,286
F1.2162,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,0,1,286
F1.2163,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,0,1,286
F1.2164,F.CC104,NwNw,0,M.CC36,Fw,6,M,Nw,0,1,286
F1.2165,F.CC104,NwNw,0,M.CC36,Fw,6,F,,6,1,286
F1.2166,F.CC104,NwNw,0,M.CC36,Fw,6,F,,2,1,286
F1.2167,F.CC104,NwNw,0,M.CC36,Fw,6,F,,6,1,286
F1.2168,F.CC104,NwNw,0,M.CC36,Fw,6,F,,4,1,286
F1.2169,F.CC104,NwNw,0,M.CC36,Fw,6,F,,3,1,286
F1.2170,F.CC104,NwNw,0,M.CC36,Fw,6,F,,6,1,286
F1.2171,F.CC104,NwNw,0,M.CC36,Fw,6,F,,3,1,286
F1.2172,F.CC104,NwNw,0,M.CC36,Fw,6,F,,6,1,286
F1.2173,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2174,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2175,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2176,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2177,F.CC104,NwNw,0,M.CC36,Fw,6,F,,4,1,286
F1.2178,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2179,F.CC104,NwNw,0,M.CC36,Fw,6,F,,0,1,286
F1.2180,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2181,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2182,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2183,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2184,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2185,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2186,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2187,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2188,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2189,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2190,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2191,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2192,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2193,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2194,F.CC64,NwNw,0,M.CC3,Fw,0,M,Nw,0,0,349
F1.2195,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2196,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2197,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2198,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2199,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2200,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2201,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2202,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2203,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2204,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2205,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2206,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2207,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2208,F.CC64,NwNw,0,M.CC3,Fw,0,F,,0,0,349
F1.2209,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,0,0,456
F1.2210,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,1,0,456
F1.2211,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,0,0,456
F1.2212,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,0,0,456
F1.2213,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,0,0,456
F1.2214,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,1,0,456
F1.2215,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,2,0,456
F1.2216,F.CC52,NwNw,0,M.CC5,Fw,0,M,Nw,0,0,456
F1.2217,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2218,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2219,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2220,F.CC52,NwNw,0,M.CC5,Fw,0,F,,3,0,456
F1.2221,F.CC52,NwNw,0,M.CC5,Fw,0,F,,1,0,456
F1.2222,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2223,F.CC52,NwNw,0,M.CC5,Fw,0,F,,3,0,456
F1.2224,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2225,F.CC52,NwNw,0,M.CC5,Fw,0,F,,1,0,456
F1.2226,F.CC52,NwNw,0,M.CC5,Fw,0,F,,2,0,456
F1.2227,F.CC52,NwNw,0,M.CC5,Fw,0,F,,1,0,456
F1.2228,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2229,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2230,F.CC52,NwNw,0,M.CC5,Fw,0,F,,2,0,456
F1.2231,F.CC52,NwNw,0,M.CC5,Fw,0,F,,0,0,456
F1.2232,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2233,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2234,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2235,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2236,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2237,F.CC47,NwFw,0,M.CC9,Fw,0,M,Nw,0,0,397
F1.2238,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2239,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2240,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2241,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2242,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2243,F.CC47,NwFw,0,M.CC9,Fw,0,M,Fw,0,0,397
F1.2244,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2245,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2246,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2247,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2248,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2249,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2250,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2251,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2252,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2253,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2254,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2255,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2256,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2257,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2258,F.CC47,NwFw,0,M.CC9,Fw,0,F,,0,0,397
F1.2259,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2260,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2261,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2262,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2263,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2264,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2265,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2266,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2267,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2268,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2269,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2270,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2271,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2272,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2273,F.CC75,FwFw,0,M.CC10,Nw,0,M,Fw,0,0,335
F1.2274,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2275,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2276,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2277,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2278,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2279,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2280,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2281,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2282,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2283,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2284,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2285,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2286,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2287,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2288,F.CC75,FwFw,0,M.CC10,Nw,0,F,,0,0,335
F1.2289,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2290,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2291,F.CC91,NwFw,4,M.CC11,Fw,0,M,Fw,0,1,263
F1.2292,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,2,1,263
F1.2293,F.CC91,NwFw,4,M.CC11,Fw,0,M,Fw,0,1,263
F1.2294,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2295,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2296,F.CC91,NwFw,4,M.CC11,Fw,0,M,Fw,2,1,263
F1.2297,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,2,1,263
F1.2298,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,6,1,263
F1.2299,F.CC91,NwFw,4,M.CC11,Fw,0,M,Fw,0,1,263
F1.2300,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2301,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2302,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2303,F.CC91,NwFw,4,M.CC11,Fw,0,M,Nw,0,1,263
F1.2304,F.CC91,NwFw,4,M.CC11,Fw,0,F,,1,1,263
F1.2305,F.CC91,NwFw,4,M.CC11,Fw,0,F,,6,1,263
F1.2306,F.CC91,NwFw,4,M.CC11,Fw,0,F,,1,1,263
F1.2307,F.CC91,NwFw,4,M.CC11,Fw,0,F,,2,1,263
F1.2308,F.CC91,NwFw,4,M.CC11,Fw,0,F,,6,1,263
F1.2309,F.CC91,NwFw,4,M.CC11,Fw,0,F,,2,1,263
F1.2310,F.CC91,NwFw,4,M.CC11,Fw,0,F,,0,1,263
F1.2311,F.CC91,NwFw,4,M.CC11,Fw,0,F,,7,1,263
F1.2312,F.CC91,NwFw,4,M.CC11,Fw,0,F,,5,1,263
F1.2313,F.CC91,NwFw,4,M.CC11,Fw,0,F,,0,1,263
F1.2314,F.CC91,NwFw,4,M.CC11,Fw,0,F,,3,1,263
F1.2315,F.CC91,NwFw,4,M.CC11,Fw,0,F,,7,1,263
F1.2316,F.CC91,NwFw,4,M.CC11,Fw,0,F,,0,1,263
F1.2317,F.CC91,NwFw,4,M.CC11,Fw,0,F,,0,1,263
F1.2318,F.CC91,NwFw,4,M.CC11,Fw,0,F,,0,1,263
F1.2319,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,0,1,159
F1.2320,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,2,1,159
F1.2321,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,0,1,159
F1.2322,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,0,1,159
F1.2323,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,0,1,159
F1.2324,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,2,1,159
F1.2325,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,4,1,159
F1.2326,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,0,1,159
F1.2327,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,4,1,159
F1.2328,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,0,1,159
F1.2329,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,0,1,159
F1.2330,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,2,1,159
F1.2331,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,0,1,159
F1.2332,F.CC87,NwFw,6,M.CC12,Nw,0,M,Fw,0,1,159
F1.2333,F.CC87,NwFw,6,M.CC12,Nw,0,M,Nw,2,1,159
F1.2334,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2335,F.CC87,NwFw,6,M.CC12,Nw,0,F,,4,1,159
F1.2336,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2337,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2338,F.CC87,NwFw,6,M.CC12,Nw,0,F,,3,1,159
F1.2339,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2340,F.CC87,NwFw,6,M.CC12,Nw,0,F,,1,1,159
F1.2341,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2342,F.CC87,NwFw,6,M.CC12,Nw,0,F,,6,1,159
F1.2343,F.CC87,NwFw,6,M.CC12,Nw,0,F,,3,1,159
F1.2344,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2345,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2346,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2347,F.CC87,NwFw,6,M.CC12,Nw,0,F,,0,1,159
F1.2348,F.CC87,NwFw,6,M.CC12,Nw,0,F,,6,1,159
F1.2349,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2350,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2351,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2352,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2353,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2354,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2355,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2356,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2357,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2358,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2359,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,2,1,258
F1.2360,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,0,1,258
F1.2361,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2362,F.CC86,NwFw,1,M.CC16,Nw,0,M,Nw,1,1,258
F1.2363,F.CC86,NwFw,1,M.CC16,Nw,0,M,Fw,0,1,258
F1.2364,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2365,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2366,F.CC86,NwFw,1,M.CC16,Nw,0,F,,1,1,258
F1.2367,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2368,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2369,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2370,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2371,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2372,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2373,F.CC86,NwFw,1,M.CC16,Nw,0,F,,3,1,258
F1.2374,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2375,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2376,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2377,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2378,F.CC86,NwFw,1,M.CC16,Nw,0,F,,0,1,258
F1.2379,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,4,1,269
F1.2380,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2381,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,0,1,269
F1.2382,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2383,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2384,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,2,1,269
F1.2385,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,0,1,269
F1.2386,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2387,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,3,1,269
F1.2388,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,0,1,269
F1.2389,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,0,1,269
F1.2390,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,2,1,269
F1.2391,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2392,F.CC92,NwFw,5,M.CC17,Fw,0,M,Nw,0,1,269
F1.2393,F.CC92,NwFw,5,M.CC17,Fw,0,M,Fw,0,1,269
F1.2394,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2395,F.CC92,NwFw,5,M.CC17,Fw,0,F,,4,1,269
F1.2396,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2397,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2398,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2399,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2400,F.CC92,NwFw,5,M.CC17,Fw,0,F,,5,1,269
F1.2401,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2402,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2403,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2404,F.CC92,NwFw,5,M.CC17,Fw,0,F,,6,1,269
F1.2405,F.CC92,NwFw,5,M.CC17,Fw,0,F,,6,1,269
F1.2406,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2407,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2408,F.CC92,NwFw,5,M.CC17,Fw,0,F,,0,1,269
F1.2409,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,0,2,381
F1.2410,F.CC97,NwFw,6,M.CC24,Nw,3,M,Fw,0,2,381
F1.2411,F.CC97,NwFw,6,M.CC24,Nw,3,M,Fw,4,2,381
F1.2412,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,2,2,381
F1.2413,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,1,2,381
F1.2414,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,1,2,381
F1.2415,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,0,2,381
F1.2416,F.CC97,NwFw,6,M.CC24,Nw,3,M,Fw,1,2,381
F1.2417,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,1,2,381
F1.2418,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,2,2,381
F1.2419,F.CC97,NwFw,6,M.CC24,Nw,3,M,Fw,1,2,381
F1.2420,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,1,2,381
F1.2421,F.CC97,NwFw,6,M.CC24,Nw,3,M,Fw,2,2,381
F1.2422,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,2,2,381
F1.2423,F.CC97,NwFw,6,M.CC24,Nw,3,M,Nw,3,2,381
F1.2424,F.CC97,NwFw,6,M.CC24,Nw,3,F,,4,2,381
F1.2425,F.CC97,NwFw,6,M.CC24,Nw,3,F,,3,2,381
